image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_angle
509,45.182796,9.482041,18.901598,3.8800564,3,38.0,13.26617,3.270414,16,5.384283,0.33651766,66.07791
510,75.12052,20.854242,25.321894,4.422001,4,65.0,16.772957,2.2090645,23,8.0287,0.3490739,70.731155
511,78.58731,16.35535,19.792004,4.2247653,5,67.0,13.956144,4.041555,26,8.806579,0.33871463,74.54547
512,70.24751,14.402705,22.29139,3.940179,5,58.0,12.261579,3.9972537,19,8.939623,0.47050643,71.884094
513,17.792233,3.6865926,7.0763836,4.123388,4,16.0,4.448058,0.0,0,0.0,0.0,0.0
514,66.66386,15.480565,20.057564,3.708432,5,61.0,12.506489,5.946293,14,4.131407,0.2951005,79.28768
515,66.94386,12.340713,19.60455,4.017121,5,60.0,12.361285,2.9871135,21,5.1374335,0.24463971,80.607925
516,83.65482,17.5738,18.79225,4.03417,5,77.0,15.982831,3.5913734,14,3.7406657,0.2671904,78.78407
517,63.879948,13.965313,17.136408,4.462741,5,60.0,12.325978,4.0345573,6,2.2500558,0.3750093,90.16427
518,68.95903,7.0607624,20.120049,3.2210948,5,64.0,13.174184,4.774839,12,3.0881062,0.2573422,74.84005
519,51.798515,10.200615,14.433948000000001,4.2831483,5,49.0,10.359704,0.0,0,0.0,0.0,0.0
520,80.04685,8.51353,21.90086,3.8451056,5,73.0,14.954837,2.520287,19,5.2726703,0.27750897,81.10965
521,68.88318,14.558917,12.746862,3.5242262,5,65.0,13.533426,7.7479534,5,1.2160466,0.2432093,90.99266
522,47.475304,10.216236,10.513038,3.8024547,5,43.0,9.2677555,6.9722457,4,1.1365197,0.28412995,86.834755
523,51.546722,9.18524,13.199877,3.9968758,5,49.0,10.309345,0.0,0,0.0,0.0,0.0
524,55.347305,7.529397,14.558917,3.3628802,5,48.0,10.281576,3.7047498,12,3.9394236,0.3282853,63.922684
525,47.720467,4.8894215,16.121033,4.2180066,5,45.0,9.397834,0.0,2,0.73130214,0.36565104,83.83922
526,74.60565,9.06027,17.933086,4.07356,5,65.0,13.5731945,2.3182151,25,6.7396846,0.26958743,74.415085
527,35.37366,6.3421893,10.622386,4.071022,6,33.0,5.89561,0.0,0,0.0,0.0,0.0
528,51.2682,10.606765,11.231611,3.3765829,5,50.0,10.185918,8.937149,3,0.33861172,0.11287058,76.45693
529,45.99282,10.060024,15.308732,4.053264,3,41.0,14.280124,3.117453,12,3.1524575,0.2627048,75.96833
530,52.294987,10.762976,11.106642,4.1635494,5,50.0,10.423651,0.0,1,0.1767332,0.1767332,83.97973
531,71.07006,16.730257,22.119556,4.5176115,5,67.0,13.905455,1.7448728,8,1.5427948,0.19284935,76.737976
532,67.59826,18.24551,20.494957,3.4638586,5,53.0,11.20119,5.1161404,30,11.592309,0.3864103,77.21684
533,66.49369,15.886715,23.197416,4.340421,5,60.0,12.432358,2.9508746,16,4.3319035,0.27074397,71.75869
534,48.74956,7.3575644,18.698523,4.049555,3,46.0,15.876014,1.2845826,6,1.121521,0.18692017,79.923004
535,77.88858,18.37048,25.524967,3.8685668,5,66.0,13.669321,3.2065437,28,9.541971,0.34078467,74.99415
536,59.270264,13.762238,19.307749,4.0498967,5,56.0,11.708602,3.6861324,4,0.7272477,0.18181194,79.66018
537,59.525566,10.106888,15.230627,3.7419782,5,52.0,11.10612,3.1477592,16,3.9949753,0.24968597,67.04655
538,59.72653,9.685117,17.964329,4.3914337,5,55.0,11.527822,14.159337,8,2.0874176,0.2609272,69.5936
539,71.90718,13.637269,20.869864,3.4995472,4,65.0,16.883926,2.6029475,17,4.3714795,0.25714582,82.808624
540,26.16683,1.5621156,9.544526,4.340869,5,23.0,5.233366,0.0,0,0.0,0.0,0.0
541,49.720543,10.060024,16.995817,4.2335095,5,48.0,9.944109,0.0,0,0.0,0.0,0.0
542,81.713875,16.21476,20.479336,3.738941,5,74.0,15.281395,2.2788806,16,5.3068943,0.33168086,79.526184
543,58.731762,18.729765,17.480074,3.0161006,4,55.0,14.252914,1.8538121,7,1.7201023,0.24572891,84.87959
544,70.822266,7.2013526,16.261623,4.081258,5,58.0,12.187718,2.8242676,31,9.883671,0.31882808,71.149216
545,61.72578,12.7,19.042189,3.8513165,5,49.0,10.454356,4.0332026,31,9.454003,0.30496785,72.353195
546,43.55175,4.3426814,15.027552,4.741272,5,38.0,8.214678,3.6143231,8,2.4783614,0.30979517,76.3284
547,53.432163,15.371217,15.746124,3.77096,5,49.0,10.310283,6.0031066,10,1.8807526,0.18807527,79.00136
548,51.80465,10.309962,17.183271,3.7456865,5,47.0,9.944046,3.6939192,10,2.084422,0.20844217,73.40126
549,47.148407,10.82546,9.856949,3.6777976,5,40.0,8.689538,4.2007337,7,3.7007203,0.5286743,59.540466
550,70.42653,13.465436,14.449569,3.7958174,5,66.0,13.672712,7.5207834,5,2.0629652,0.41259307,69.95734
551,40.75383,9.73198,11.450307,4.6168885,5,36.0,7.555686,4.3322973,11,2.9753976,0.27049068,89.78759
552,25.44137,5.1706023,10.997293,4.3108582,3,24.0,8.480457,0.0,0,0.0,0.0,0.0
553,79.27289,12.512546,26.149815,3.8780732,5,66.0,13.65055,3.3230531,27,11.020152,0.40815374,71.246956
554,43.09772,7.045141,9.216482,3.9165292,6,40.0,7.1829534,0.0,0,0.0,0.0,0.0
555,68.10517,16.136654,14.34022,3.4770582,5,64.0,13.346755,1.910421,4,1.3713965,0.34284917,79.86972
556,69.34871,19.916973,17.83936,3.417987,5,65.0,13.668516,1.0247897,4,1.0061269,0.25153175,67.30058
557,59.656124,8.4041815,14.965067,3.0688996,6,52.0,9.348339,3.2944586,16,3.5660994,0.22288121,74.60143
558,43.145645,9.107134,18.714144,3.880981,5,33.0,7.1554565,4.355556,18,7.368365,0.40935358,71.06128
559,71.38291,16.542803,24.993849,3.4943328,3,65.0,22.077312,2.9929786,19,5.150977,0.27110404,80.759636
560,70.49727,13.934071,23.728535,3.9688108,5,63.0,13.21861,1.958708,17,4.404207,0.25907108,81.37674
561,43.46819,6.638991,10.66925,3.72773,5,40.0,8.52783,3.9723287,3,0.8290368,0.27634558,70.74864
562,54.855896,18.042435,15.808609,4.082484,4,49.0,12.8491335,3.4985762,12,3.459354,0.28827947,84.80912
563,55.348354,6.4827795,14.355842,4.485085,5,49.0,10.505862,2.9799566,6,2.819044,0.46984068,69.21224
564,45.326714,14.449569,14.05904,4.140282,5,42.0,9.065343,0.0,0,0.0,0.0,0.0
565,73.70807,8.38856,23.275522,4.2144775,5,68.0,13.979628,2.1784968,15,3.8099258,0.25399506,80.13497
566,74.43825,13.621648,17.02706,4.1076856,5,68.0,14.193336,8.657332,14,3.47157,0.2479693,74.7004
567,68.5209,14.262115,22.72878,3.8393145,3,64.0,21.822584,3.6924763,11,3.053147,0.27755883,83.01952
568,56.197155,10.841082,15.699262,2.3318875,4,52.0,13.822203,3.386106,5,0.9083465,0.18166932,70.53687
569,74.83737,14.043419,15.121279,4.4484854,5,66.0,13.773083,4.562539,20,5.971955,0.2985978,72.048256
570,82.135994,11.90332,19.88573,4.0472813,5,66.0,13.731389,3.0120049,33,13.479039,0.40845573,69.29438
571,56.123775,19.651413,18.885977,3.5205789,3,52.0,18.004152,2.314544,10,2.111319,0.2111319,80.67077
572,40.264435,7.5762606,8.357318,3.9384522,5,37.0,8.009036,0.0,1,0.21925336,0.21925336,60.641575
573,72.47698,10.903566,15.339974,3.8107452,5,53.0,11.2388935,3.1689422,44,16.282497,0.37005675,72.9048
574,43.995167,9.232103,17.011438,4.188504,5,39.0,8.302147,1.583623,9,2.4844358,0.27604842,72.26114
575,37.353645,4.32706,12.481303,2.9166434,4,34.0,9.211274,2.2091117,5,0.50855064,0.101710126,85.067154
576,45.753464,7.810578,13.434194,3.701573,5,37.0,8.021467,3.090095,17,5.6461306,0.3321253,69.27785
577,37.20892,9.575768,12.918695,4.093969,3,35.0,12.181057,0.0,1,0.6657544,0.6657544,51.121384
578,30.056467,7.2638373,7.7012296,3.9067457,4,27.0,7.2797766,0.0,2,0.9373613,0.46868068,58.38475
579,45.4889,11.028536,12.090775,2.978507,5,42.0,8.894779,1.6333045,5,1.0150071,0.20300141,73.313614
580,36.617596,9.763222,11.590898,4.065561,5,34.0,7.3235188,0.0,0,0.0,0.0,0.0
581,76.577965,11.262853,17.761253,3.637262,5,66.0,13.713701,2.3896658,26,8.009457,0.30805603,70.94045
582,61.307293,6.3578105,18.151782999999998,3.8498566,5,57.0,11.815485,2.5057738,7,2.2298665,0.31855235,87.0841
583,60.955135,7.2638373,17.917465,3.609517,5,59.0,12.034903,0.0,2,0.7806251,0.39031258,48.222797
584,53.51368,11.700246,12.7,3.7894511,3,45.0,15.759144,2.2727926,24,6.236263,0.2598443,75.805244
585,51.92913,12.012669,13.918449,3.5782049,5,47.0,10.061704,0.0,2,1.6206083,0.81030416,113.553085
586,46.011383,8.935301,14.965067,3.675845,3,42.0,14.323677,2.559494,14,3.0403533,0.21716812,78.969734
587,57.222565,9.950676,15.777367,3.454503,5,47.0,9.817258,3.6287105,32,8.13628,0.25425875,75.03068
588,56.950237,4.108364,22.822508,3.8204029,3,48.0,16.356678,3.2022188,20,7.880198,0.39400992,74.63005
589,59.36086,7.951168,16.277245,3.9257717,4,55.0,14.3549795,4.353484,7,1.9409478,0.27727824,80.34116
590,40.609257,6.0453873,9.138376,4.1106243,5,38.0,8.121851,0.0,0,0.0,0.0,0.0
591,39.410206,4.2645755,10.27872,3.9362333,5,38.0,7.8820415,0.0,0,0.0,0.0,0.0
592,44.62339,11.809593,11.372201,4.278043,5,42.0,8.924678,0.0,0,0.0,0.0,0.0
593,61.16673,13.574784,15.668019,3.3914306,5,58.0,12.012415,1.1795427,5,1.1046544,0.22093089,83.33701
594,56.814182,7.7793355,11.465928,3.9193,5,54.0,11.086602,2.0555484,5,1.3811693,0.27623385,76.41919
595,37.90303,10.309962,14.418326,4.3170934,3,36.0,12.634343,0.0,0,0.0,0.0,0.0
596,70.08866,9.935055,24.806395,3.7699797,4,62.0,16.114216,5.971981,20,5.631806,0.28159028,79.666245
597,82.048416,8.997786,23.712914,3.8586736,5,75.0,15.407576,3.3242576,18,5.010543,0.27836353,73.38188
598,58.658234,13.3404665,15.01193,3.9096296,5,55.0,11.439283,4.8060007,6,1.4618127,0.24363548,73.71582
599,67.62596,7.138868,15.527429,3.94922,5,59.0,12.250983,3.7651622,24,6.371044,0.2654602,71.2003
600,66.39806,11.122263,19.432718,3.3536744,3,59.0,20.421206,5.336538,21,5.1344476,0.24449748,74.52497
601,74.85842,6.4671583,22.04145,3.3732827,4,68.0,17.635391,4.892945,18,4.3168597,0.23982559,75.66058
602,52.138496,15.230627,19.370234,3.7642524,5,46.0,9.757766,2.688883,10,3.3496716,0.33496714,71.95418
603,79.29976,18.073677,20.55744,4.109241,5,73.0,15.32029,1.3282145,7,2.6983092,0.38547274,77.01719
604,64.3922,6.2953258,22.947477,4.1192794,5,56.0,11.741514,3.7233136,21,5.68463,0.27069667,72.301186
605,64.90856,14.371463,20.057564,3.4237452,5,58.0,12.405859,5.189,13,2.8792756,0.22148271,78.987885
606,58.51369,9.18524,13.574784,3.9169536,5,50.0,10.649085,6.739271,21,5.26827,0.25087,74.55833
607,67.96709,13.684133,21.432226,3.478445,4,56.0,14.670429,5.38262,27,9.285362,0.3439023,70.36661
608,58.385864,5.4049196,16.386593,3.7296188,5,53.0,11.039639,4.187555,15,3.187665,0.21251099,71.53487
609,71.11332,13.38733,23.259901,3.5415845,5,65.0,13.537434,1.8594708,20,3.4261456,0.17130728,81.05647
610,53.592575,6.9045506,18.79225,3.8051798,5,45.0,9.682063,4.4380107,19,5.1822624,0.27275065,68.69749
611,60.107956,7.732472,25.41562,3.9215953,5,46.0,9.81352,3.2802758,19,11.040355,0.5810713,81.86627
612,65.68756,6.092251,15.82423,4.223415,6,60.0,10.633267,4.1856785,8,1.8879572,0.23599465,73.741516
613,53.277695,6.4827795,9.747601,3.7452621,6,49.0,8.773704,2.0009487,2,0.635472,0.317736,27.29744
614,55.663532,5.4986467,17.073923,4.1149054,5,52.0,11.132707,0.0,0,0.0,0.0,0.0
615,63.865364,14.074661,21.041697,4.023642,5,57.0,11.717521,2.8742676,15,5.277758,0.35185054,78.440414
616,87.19103,13.777859,19.495201,3.0808194,6,76.0,13.271278,3.1437624,26,7.563346,0.2908979,78.95128
617,33.750664,7.529397,14.840097,3.6624482,3,32.0,11.087948,0.0,2,0.48681715,0.24340858,80.324104
618,39.941063,5.717343,8.79471,3.9364574,5,35.0,7.7354927,24.725636,6,1.2636054,0.21060088,82.40105
619,15.166471,1.3590405,6.62337,4.4812126,4,13.0,3.7916176,0.0,0,0.0,0.0,0.0
620,48.51607,8.341697,10.2474785,3.8032029,6,43.0,7.719626,2.305465,14,2.198313,0.15702236,83.98866
621,29.21104,2.5774906,6.6702332,4.2109904,7,25.0,4.1730056,0.0,0,0.0,0.0,0.0
622,24.119362,2.3744156,12.98118,4.795757,2,20.0,10.070445,2.256601,6,3.9784727,0.6630787,74.94429
623,19.776691,3.5928657,12.715621,3.8993979,2,16.0,8.382977,2.5762165,12,3.0107427,0.25089523,80.80897
624,46.502132,8.779089,16.964575,3.705616,5,42.0,8.890487,4.8387685,9,2.0497036,0.22774486,92.34504
625,14.82331,1.5777367,5.233087,4.0761623,3,13.0,4.9411035,0.0,0,0.0,0.0,0.0
626,30.093758,4.311439,9.029028,4.206374,5,27.0,6.0187516,0.0,0,0.0,0.0,0.0
627,49.26149,7.045141,11.21599,4.306684,5,46.0,9.852298,0.0,0,0.0,0.0,0.0
628,44.866158,3.436654,12.200123,3.9695625,5,42.0,8.692385,5.9200883,5,1.4042362,0.28084722,72.93846
629,48.74148,9.841328,14.371463,4.4736137,5,42.0,9.107035,1.7790335,6,3.20631,0.534385,68.236916
630,43.152977,8.435424,12.621894,4.435055,4,41.0,10.649775,0.0,1,0.5538841,0.5538841,53.10128
631,46.384808,7.451291,10.903566,4.3272963,5,42.0,8.652506,4.0367675,7,3.122274,0.44603917,63.141827
632,25.667053,6.6702332,7.2169740000000004,2.972289,3,23.0,8.36516,6.173237,4,0.5715749,0.14289373,80.76287
633,41.342438,6.435916,15.386838,4.410304,3,38.0,13.303942,1.7941265,4,1.4306157,0.35765392,75.86884
634,34.616184,4.936285,10.872324,4.1364965,4,32.0,8.654046,0.0,0,0.0,0.0,0.0
635,36.820335,6.873308,9.981918,3.8383007,5,33.0,7.217467,4.8238597,4,0.7330021,0.18325052,77.717926
636,39.696224,7.107626,12.200123,4.116979,5,34.0,7.358757,3.9241836,9,2.902437,0.32249296,89.26259
637,38.40097,5.920418,12.122017,4.0960274,5,36.0,7.680194,0.0,0,0.0,0.0,0.0
638,45.35108,4.2020907,13.231119,4.2658916,4,43.0,11.040543,0.0,3,1.1889116,0.39630383,77.198784
639,27.685776,5.2799506,8.279212,4.1712284,4,27.0,6.921444,0.0,0,0.0,0.0,0.0
640,40.008396,5.0612545,11.575276,2.9435756,5,36.0,7.711594,2.8269925,6,1.4504282,0.24173805,79.159424
641,35.45238,6.935793,7.8418202,4.1093936,5,34.0,7.090476,0.0,0,0.0,0.0,0.0
642,33.926327,5.95166,9.810085,4.1233144,4,30.0,7.952145,3.1601725,10,2.1177483,0.21177483,81.75472
643,26.03469,3.0773675,4.6707253,4.265035,6,23.0,4.3391147,0.0,0,0.0,0.0,0.0
644,34.347256,9.091513,11.200369,4.135898,4,31.0,8.356817,3.7940905,4,0.91998255,0.22999564,86.51182
645,50.114365,10.075645,14.480811,3.861133,5,40.0,8.541581,3.15238,18,7.406466,0.4114703,77.44921
646,58.96286,6.5452642,13.24674,3.7391326,4,53.0,13.917219,4.3605847,15,3.2939878,0.21959917,76.96592
647,65.276276,12.481303,18.80787,3.691221,5,62.0,12.932267,2.0319936,3,0.6149498,0.20498328,75.68465
648,75.00655,15.496186,20.026321,3.2344475,5,70.0,14.408248,5.7727594,11,2.965314,0.269574,82.82643
649,48.08509,7.248216,13.730996,3.9782834,4,44.0,11.499668,11.751396,6,2.086412,0.34773532,72.49709
650,58.385902,7.7012296,18.636038,4.3233852,4,56.0,14.475125,0.0,1,0.4854008,0.4854008,52.89864
651,51.038456,11.153505,18.214268,3.7775633,5,47.0,9.96231,0.0,4,1.2269049,0.30672622,84.01462
652,47.001587,8.279212,13.965313,3.7485142,5,44.0,9.303407,6.5666275,2,0.48454928,0.24227466,54.09714
653,49.81119,10.372447,9.528905,4.1245623,6,46.0,8.301866,0.0,0,0.0,0.0,0.0
654,45.91077,8.700984,11.6690035,4.070457,5,44.0,9.182154,0.0,0,0.0,0.0,0.0
655,32.68931,9.310208,11.137884,4.0334325,4,30.0,8.087259,0.0,1,0.3402707,0.3402707,81.54093
656,62.928932,7.1857314,15.449323,3.4567692,5,59.0,12.4750395,0.0,2,0.5537342,0.2768671,83.107056
657,24.507930000000002,4.5769987,8.201107,4.445346,4,22.0,6.1269827,0.0,0,0.0,0.0,0.0
658,78.72661,7.7793355,21.400984,4.0049353,5,74.0,15.215938,3.1135204,10,2.6469345,0.26469344,88.75156
659,63.87125,15.339974,16.980196,3.1754763,5,58.0,12.145485,4.7361617,11,3.1438289,0.28580263,81.29539
660,58.413616,16.605288,16.51156,4.1098046,5,53.0,11.096735,3.3628535,12,2.9299412,0.24416181,82.356895
661,30.125671,5.295572,8.169865,4.1690807,5,28.0,6.025134,0.0,0,0.0,0.0,0.0
662,50.436897,6.826445,11.715867,3.5872018,5,44.0,9.261967,3.5789347,12,4.127071,0.34392253,75.77292
663,57.683746,12.153259,12.778105,3.5088618,5,55.0,11.325823,2.9498882,6,1.0546377,0.17577294,77.84809
664,79.6919,13.855965,18.948462,3.5807483,5,76.0,15.686801,1.9928495,7,1.2579099,0.17970142,83.03017
665,25.228,1.8432963,7.3419433,4.195765,5,23.0,5.0456,0.0,0,0.0,0.0,0.0
666,29.091087,6.8576875,7.326322,4.0858426,5,27.0,5.8182178,0.0,0,0.0,0.0,0.0
667,32.30504,4.9050426,10.559901,4.229231,5,30.0,6.4610076,0.0,0,0.0,0.0,0.0
668,28.797167,7.6856084,8.529151,4.2541113,5,26.0,5.7594333,0.0,0,0.0,0.0,0.0
669,46.80244,9.638253,13.028044,3.7305286,5,43.0,9.136017,0.0,3,1.1223595,0.37411982,73.8438
670,30.240252,2.515006,8.201107,4.252991,5,28.0,6.04805,0.0,0,0.0,0.0,0.0
671,52.957394,9.107134,16.417835,3.7869256,5,45.0,9.561554,3.3624406,11,5.1496286,0.46814805,65.394196
672,38.18952,6.529643,12.43444,4.3039684,5,34.0,7.4706545,0.0,2,0.8362492,0.4181246,59.023586
673,22.706675,2.905535,7.326322,4.1634192,5,20.0,4.541335,0.0,0,0.0,0.0,0.0
674,45.67081,8.622878,24.134686,3.8454888,3,44.0,15.013147,1.6559163,4,0.631369,0.15784226,83.417786
675,41.34143,6.154735,10.622386,3.3662343,5,30.0,6.647385,3.841738,24,8.104505,0.33768773,75.48317
676,45.970963,9.341451,11.840836,3.408833,4,43.0,11.135239,1.7000659,7,1.4300098,0.20428711,74.09635
677,28.23612,8.700984,6.7639604,3.991826,5,25.0,5.606131,0.0,1,0.20546423,0.20546423,44.311222
678,45.065495,11.6690035,17.730011,4.416325,4,42.0,10.95038,0.82198787,5,1.263975,0.252795,76.95232
679,47.311947,10.731734,13.074907,4.2783027,5,42.0,9.089725,2.6365135,7,1.8633223,0.26618892,73.22469
680,15.510698,5.0768757,2.8742926,4.120562,5,12.0,3.1021397,0.0,0,0.0,0.0,0.0
681,36.79955,5.092497,12.809347,3.6613235,5,31.0,6.6488104,5.090476,7,3.5554955,0.50792795,66.04021
682,32.365078,3.51476,9.575768,4.319241,5,29.0,6.4730153,0.0,0,0.0,0.0,0.0
683,45.02517,7.935547,10.27872,4.303264,4,42.0,11.256292,0.0,0,0.0,0.0,0.0
684,61.571983,18.870356,20.041943,3.9094696,5,54.0,11.424136,2.396813,10,4.451303,0.4451303,65.631714
685,42.243412,11.544034,12.16888,4.335338,4,41.0,10.560853,0.0,0,0.0,0.0,0.0
686,51.886528,16.277245,16.558424,4.218682,5,49.0,10.377306,0.0,0,0.0,0.0,0.0
687,45.363083,7.310701,12.512546,4.140103,5,42.0,9.072618,0.0,0,0.0,0.0,0.0
688,25.628035,2.796187,7.092005,4.233235,4,23.0,6.4070086,0.0,0,0.0,0.0,0.0
689,46.562134,9.46642,11.934563,3.9116886,5,44.0,9.26546,0.0,1,0.23483746,0.23483746,59.26846
690,81.33427,16.63653,20.916727,3.6538014,5,73.0,15.248736,3.1820502,15,5.0905924,0.3393728,78.41985
691,35.232254,4.436408,7.2794585,3.5818872,5,32.0,6.8690867,3.4694185,4,0.8868181,0.22170453,70.018036
692,43.12458,8.38856,8.872816,2.86892,5,40.0,8.418394,13.5413,6,1.032619,0.17210318,90.55808
693,44.068645,7.107626,14.793234,3.1765635,5,41.0,8.656009,1.8906544,4,0.78860295,0.19715074,74.406235
694,33.13303,7.154489,5.6704793,4.0045314,5,31.0,6.6266065,0.0,0,0.0,0.0,0.0
695,47.250225,9.747601,11.278474,2.9883919,5,41.0,8.584808,2.0082517,14,4.3261847,0.3090132,83.63256
696,54.111317,12.16888,10.122509,3.7236469,5,48.0,10.342796,3.3457456,8,2.3973465,0.29966828,73.17782
697,65.54213,9.232103,17.276999,3.4040496,4,59.0,15.016551,5.6059737,14,5.4759145,0.3911368,76.68835
698,45.00339,5.092497,10.856703,3.1526084,5,41.0,8.756802,3.1851578,4,1.2193807,0.30484518,64.57304
699,27.869944,7.4981546,3.8584254,4.211754,5,25.0,5.5739884,0.0,0,0.0,0.0,0.0
700,68.72406,12.043911,15.54305,3.6556962,5,65.0,13.290894,2.9644644000000002,8,2.269595,0.28369933,78.64886
701,91.28679,11.778351,21.947723,2.970104,5,79.0,16.522228,2.7322397,23,8.675661,0.37720266,82.581764
702,71.88282,11.465928,14.543296,3.7465985,6,64.0,11.231881,5.636768,12,4.4915357,0.37429458,73.135025
703,65.54209,10.122509,16.027306,4.0168715,5,62.0,12.882227,5.1333323,4,1.130954,0.28273854,71.33836
704,74.23301,18.089298,15.54305,3.843138,5,69.0,14.350909,4.7466254,11,2.4784656,0.22531505,85.93364
705,20.435667,3.014883,5.920418,4.2154098,3,19.0,6.811889,0.0,0,0.0,0.0,0.0
706,75.306915,7.9043045,19.1984,3.8747432,5,67.0,13.879473,4.505749,12,5.909545,0.49246204,72.12358
707,45.323544,14.308978,9.950676,4.2235456,5,43.0,9.064709,0.0,0,0.0,0.0,0.0
708,46.160828,11.450307,12.98118,3.972813,5,43.0,9.232166,0.0,0,0.0,0.0,0.0
709,76.143585,16.964575,17.698769,3.775734,5,63.0,13.160844,4.41781,27,10.339383,0.3829401,74.447845
710,36.95839,2.7805657,10.591144,4.1009917,4,36.0,9.239597,0.0,0,0.0,0.0,0.0
711,66.40035,17.136408,12.481303,4.110392,5,63.0,13.145523,2.5513873,2,0.67273575,0.33636788,75.03117
712,51.490067,9.9975395,11.403443,3.9677207,5,48.0,10.014681,4.0373974,6,1.4166657,0.23611093,89.69697
713,20.064844,3.311685,6.717097,4.06784,3,18.0,6.6882815,0.0,0,0.0,0.0,0.0
714,40.3992,10.216236,16.058548,3.5034428,3,38.0,13.268369,4.1569114,3,0.5940916,0.19803053,86.67028
715,33.154987,7.2013526,14.355842,3.844893,3,30.0,10.377305,3.6381915,7,2.0230708,0.28901014,62.574512
716,80.22868,13.684133,17.97995,3.8035507,5,73.0,15.206823,5.028818,14,4.1945586,0.2996113,76.13312
717,49.099586,7.529397,11.856457,4.2533007,5,41.0,8.769918,4.0576134,14,5.2499948,0.3749997,71.09335
718,39.124847,10.122509,9.169619,2.7728255,4,37.0,9.695295,8.46112,2,0.34366542,0.17183271,72.027626
719,49.936317,10.4974165,9.653874,3.7376285,5,45.0,9.678652,8.160479,5,1.5430592,0.3086118,59.059418
720,40.66071,12.934317,8.10738,4.2565327,6,37.0,6.707828,0.0,1,0.41374072,0.41374072,104.56386
721,27.190983,5.2018447,4.7488313,4.211086,5,25.0,5.3913326,0.0,1,0.23431733,0.23431733,87.807625
722,45.82874,8.013653,11.981426,4.1100564,5,43.0,9.165749,0.0,0,0.0,0.0,0.0
723,44.360912,7.17011,7.2169740000000004,3.85418,5,42.0,8.768523,0.0,2,0.5182942,0.2591471,65.96356
724,27.008806,4.498893,4.0615005,3.0557508,5,22.0,5.0297995,3.0311186,9,1.8598077,0.2066453,67.55231
725,64.97058,10.309962,11.1691265,3.957,5,59.0,12.36449,5.3350143,9,3.1481326,0.34979248,55.00886
726,31.301195,5.3892984,7.4669123,4.1405735,5,29.0,6.260239,0.0,0,0.0,0.0,0.0
727,54.35252,10.575522,10.700492,4.2555633,6,50.0,9.058753,0.0,0,0.0,0.0,0.0
728,40.476105,6.732718,10.403689,4.2030063,5,38.0,8.095221,0.0,0,0.0,0.0,0.0
729,43.40015,6.9045506,9.888191,3.5142658,5,40.0,8.543912,9.546101,4,0.68059015,0.17014754,78.55284
730,44.339626,10.872324,10.325583,3.8999164,5,41.0,8.781119,1.4304028,3,0.43403393,0.14467798,61.058147
731,32.867714,6.248462,6.0610085,4.1080437,5,30.0,6.482706,3.6822042,2,0.45417905,0.22708952,50.212242
732,49.6616,9.153997,14.996309,3.8291886,5,46.0,9.645169,4.1566825,3,1.4357593,0.47858644,72.72398
733,22.23947,6.8576875,4.0615005,4.1469874,5,18.0,3.9490218,2.3076048,11,2.4943643,0.22676037,81.51866
734,24.044535,6.6858544,4.9675274,4.15581,5,23.0,4.808907,0.0,0,0.0,0.0,0.0
735,20.788883,5.154981,6.8576875,3.8958817,3,19.0,6.8619356,0.0,1,0.20307502,0.20307502,64.125656
736,14.587801,1.718327,4.9987698,4.064781,4,13.0,3.6469502,0.0,0,0.0,0.0,0.0
737,34.520134,4.7800736,8.341697,4.1431127,5,31.0,6.446689,2.639274,4,2.28669,0.57167256,47.894028
738,26.217106,7.248216,5.451783,4.5100336,5,22.0,4.998114,5.590085,3,1.2265352,0.40884507,73.87864
739,24.913935,3.1398523,4.920664,4.0625978,5,23.0,4.982787,0.0,0,0.0,0.0,0.0
740,30.663525,9.388314,7.43567,4.0756426,5,28.0,6.132705,0.0,0,0.0,0.0,0.0
741,24.688631,7.02952,6.717097,3.3050454,5,22.0,4.8593087,2.413038,3,0.3920871,0.1306957,91.36254
742,17.778568,4.155227,3.10861,4.256148,5,15.0,3.5557137,0.0,0,0.0,0.0,0.0
743,25.378996,6.8576875,3.124231,3.793728,5,22.0,4.9788227,4.726311,3,0.4848824,0.16162747,72.54709
744,30.341513,7.045141,12.668757,3.3128512,5,26.0,5.5924973,3.9190304,9,2.3790262,0.26433626,84.84446
745,18.36423,6.123493,4.155227,4.309112,4,16.0,4.5910573,0.0,0,0.0,0.0,0.0
746,57.04181,13.231119,14.308978,3.799723,5,51.0,10.620607,3.6150737,10,3.9387703,0.39387697,69.27528
747,75.29395,9.935055,19.60455,4.8089004,5,70.0,14.636563,4.664996,4,2.1111355,0.52778393,80.01281
748,56.02612,2.827429,12.637515,4.215079,6,53.0,9.337687,0.0,0,0.0,0.0,0.0
749,55.515816,7.513776,14.886961,4.0278454,5,46.0,9.756292,4.4005337,16,6.734357,0.42089725,83.649826
750,67.973854,8.591636,20.182533,3.916179,5,59.0,12.314904,4.2967343,16,6.3993416,0.39995882,76.43179
751,62.36498,11.997047,16.870848,3.5648324,5,60.0,12.357809,6.977773,3,0.575935,0.19197835,69.787186
752,65.55893,6.9670353,19.026567,4.5336804,4,58.0,15.115808,4.2831225,18,5.095705,0.2830947,79.82373
753,41.654057,6.9670353,11.528413,4.098733,4,40.0,10.413514,0.0,0,0.0,0.0,0.0
